usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Antiparkinson Agents,Anticholinergics,Trihexyphenidyl,DG00851,Trihexyphenidyl hydrochloride,D00787,(JP17/USP)
Antiparkinson Agents,Dopamine Agonists,Apomorphine,DG00486,Apomorphine,D07460,(BAN)
Antiparkinson Agents,Dopamine Agonists,Apomorphine,DG00486,Apomorphine hydrochloride,D02004,(USP)
Antiparkinson Agents,Dopamine Agonists,Bromocriptine,DG00452,Bromocriptine,D03165,(USAN/INN)
Antiparkinson Agents,Dopamine Agonists,Bromocriptine,DG00452,Bromocriptine mesylate,D00780,(USP)
Antiparkinson Agents,Dopamine Agonists,Pramipexole,DG00863,Pramipexole,D05575,(USAN/INN)
Antiparkinson Agents,Dopamine Agonists,Pramipexole,DG00863,Pramipexole hydrochloride,D00559,(USAN)
Antiparkinson Agents,Dopamine Agonists,Ropinirole,DG00862,Ropinirole,D08489,(USAN/INN)
Antiparkinson Agents,Dopamine Agonists,Ropinirole,DG00862,Ropinirole hydrochloride,D00784,(JAN/USAN)
Antiparkinson Agents,Dopamine Agonists,Rotigotine,,Rotigotine,D05768,(JAN/USAN/INN)
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,Carbidopa,,Carbidopa,D00558,(USP)
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,Carbidopa and Levodopa,,Carbidopa hydrate - levodopa mixt,D00253,
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,Rasagiline,DG00865,Rasagiline,D08469,(USAN/INN)
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,Rasagiline,DG00865,Rasagiline mesylate,D02562,(USAN)
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,Selegiline,DG00864,Selegiline,D03731,(USAN/INN)
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,Selegiline,DG00864,Selegiline hydrochloride,D00785,(JAN/USP)
Antiparkinson Agents,"Antiparkinson Agents, Other",Entacapone,,Entacapone,D00781,(JAN/USAN/INN)
Antiparkinson Agents,"Antiparkinson Agents, Other",Tolcapone,,Tolcapone,D00786,(JAN/USAN/INN)
Antiparkinson Agents,"Antiparkinson Agents, Other",Amantadine,DG00860,Amantadine,D07441,(INN)
Antiparkinson Agents,"Antiparkinson Agents, Other",Amantadine,DG00860,Amantadine hydrochloride,D00777,(JP17/USP)
Antipsychotics,1st Generation/Typical,Chlorpromazine,DG00867,Chlorpromazine,D00270,(USP/INN)
Antipsychotics,1st Generation/Typical,Chlorpromazine,DG00867,Chlorpromazine hydrochloride,D00789,(JP17/USP)
Antipsychotics,1st Generation/Typical,Chlorpromazine,DG00867,Chlorpromazine hibenzate,D03274,(JAN)
Antipsychotics,1st Generation/Typical,Chlorpromazine,DG00867,Chlorpromazine phenolphthalinate,D04034,(JAN)
Antipsychotics,1st Generation/Typical,Chlorpromazine,DG00867,Chlorpromazine tannate,D09819,(JAN)
Antipsychotics,1st Generation/Typical,Fluphenazine,DG00874,Fluphenazine,D07977,(INN)
Antipsychotics,1st Generation/Typical,Fluphenazine,DG00874,Fluphenazine hydrochloride,D00791,(JAN/USP)
Antipsychotics,1st Generation/Typical,Fluphenazine,DG00874,Fluphenazine enanthate,D00792,(JP17/USP)
Antipsychotics,1st Generation/Typical,Fluphenazine,DG00874,Fluphenazine decanoate,D00793,(JAN/USP)
Antipsychotics,1st Generation/Typical,Fluphenazine,DG00874,Fluphenazine maleate,D02163,(JAN)
Antipsychotics,1st Generation/Typical,Haloperidol,DG00885,Haloperidol,D00136,(JP17/USP/INN)
Antipsychotics,1st Generation/Typical,Haloperidol,DG00885,Haloperidol decanoate,D01898,(JAN/USAN)
Antipsychotics,1st Generation/Typical,Haloperidol,DG00885,Haloperidol lactate,D08035,
Antipsychotics,1st Generation/Typical,Loxapine,DG00897,Loxapine,D02340,(USAN/INN)
Antipsychotics,1st Generation/Typical,Loxapine,DG00897,Loxapine succinate,D00794,(USP)
Antipsychotics,1st Generation/Typical,Loxapine,DG00897,Loxapine hydrochloride,D08148,
Antipsychotics,1st Generation/Typical,Perphenazine,DG00875,Perphenazine,D00503,(JP17/USP/INN)
Antipsychotics,1st Generation/Typical,Perphenazine,DG00875,Perphenazine maleate,D02037,(JP17)
Antipsychotics,1st Generation/Typical,Perphenazine,DG00875,Perphenazine fendizoate,D04038,(JAN)
Antipsychotics,1st Generation/Typical,Perphenazine,DG00875,Perphenazine hydrochloride,D04965,
Antipsychotics,1st Generation/Typical,Perphenazine,DG00875,Perphenazine decanoate,D08341,
Antipsychotics,1st Generation/Typical,Perphenazine,DG00875,Perphenazine enantate,D08342,
Antipsychotics,1st Generation/Typical,Pimozide,,Pimozide,D00560,(JP17/USP/INN)
Antipsychotics,1st Generation/Typical,Prochlorperazine,DG00876,Prochlorperazine,D00493,(JAN/USP/INN)
Antipsychotics,1st Generation/Typical,Prochlorperazine,DG00876,Prochlorperazine maleate,D00479,(JP17/USP)
Antipsychotics,1st Generation/Typical,Prochlorperazine,DG00876,Prochlorperazine mesilate,D02022,(JAN)
Antipsychotics,1st Generation/Typical,Prochlorperazine,DG00876,Prochlorperazine edisylate,D02609,(USP)
Antipsychotics,1st Generation/Typical,Thioridazine,DG00882,Thioridazine,D00373,(USP/INN)
Antipsychotics,1st Generation/Typical,Thioridazine,DG00882,Thioridazine hydrochloride,D00798,(JP17/USP)
Antipsychotics,1st Generation/Typical,Thiothixene,DG00895,Thiothixene,D00374,(USP)
Antipsychotics,1st Generation/Typical,Thiothixene,DG00895,Thiothixene hydrochloride,D02612,(USP)
Antipsychotics,1st Generation/Typical,Trifluoperazine,DG00877,Trifluoperazine,D08636,(INN)
Antipsychotics,1st Generation/Typical,Trifluoperazine,DG00877,Trifluoperazine hydrochloride,D00799,(JAN/USP)
Antipsychotics,1st Generation/Typical,Trifluoperazine,DG00877,Trifluoperazine maleate,D01448,(JAN)
Antipsychotics,2nd Generation/Atypical,Aripiprazole,DG00906,Aripiprazole,D01164,(JAN/USAN/INN)
Antipsychotics,2nd Generation/Atypical,Aripiprazole,DG00906,Aripiprazole cavoxil,D10355,(USAN)
Antipsychotics,2nd Generation/Atypical,Aripiprazole,DG00906,Aripiprazole lauroxil,D10364,(USAN)
Antipsychotics,2nd Generation/Atypical,Aripiprazole,DG00906,Aripiprazole hydrate,D10516,(JAN)
Antipsychotics,2nd Generation/Atypical,Asenapine,,Asenapine maleate,D02995,(JAN/USAN)
Antipsychotics,2nd Generation/Atypical,Iloperidone,,Iloperidone,D02666,(USAN/INN)
Antipsychotics,2nd Generation/Atypical,Lurasidone,,Lurasidone hydrochloride,D04820,(JAN/USAN)
Antipsychotics,2nd Generation/Atypical,Olanzapine,DG00898,Olanzapine,D00454,(JAN/USAN/INN)
Antipsychotics,2nd Generation/Atypical,Olanzapine,DG00898,Olanzapine pamoate,D06623,(USAN)
Antipsychotics,2nd Generation/Atypical,Quetiapine,DG00899,Quetiapine,D08456,(INN)
Antipsychotics,2nd Generation/Atypical,Quetiapine,DG00899,Quetiapine fumarate,D00458,(JP17/USAN)
Antipsychotics,2nd Generation/Atypical,Paliperidone,DG00907,Paliperidone,D05339,(JAN/USAN/INN)
Antipsychotics,2nd Generation/Atypical,Paliperidone,DG00907,Paliperidone palmitate,D05340,(JAN/USAN)
Antipsychotics,2nd Generation/Atypical,Risperidone,,Risperidone,D00426,(JP17/USAN/INN)
Antipsychotics,2nd Generation/Atypical,Ziprasidone,DG00892,Ziprasidone,D08687,(INN)
Antipsychotics,2nd Generation/Atypical,Ziprasidone,DG00892,Ziprasidone hydrochloride,D01939,(USAN)
Antipsychotics,2nd Generation/Atypical,Ziprasidone,DG00892,Ziprasidone mesylate,D02100,(USAN)
Antipsychotics,Treatment-Resistant,Clozapine,,Clozapine,D00283,(JAN/USP/INN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,Cidofovir,DG00648,Cidofovir,D00273,(USAN/INN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,Foscarnet,DG00651,Foscarnet sodium,D00579,(USAN/INN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,Foscarnet,DG00651,Foscarnet sodium hydrate,D02267,(JAN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,Ganciclovir,DG00646,Ganciclovir,D00333,(JAN/USP/INN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,Ganciclovir,DG00646,Ganciclovir sodium,D04301,(USAN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,Valganciclovir,DG00649,Valganciclovir,D02495,(INN)
Antivirals,Anti-cytomegalovirus (CMV) Agents,Valganciclovir,DG00649,Valganciclovir hydrochloride,D03256,(JAN/USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,Adefovir,DG01224,Adefovir,D02768,(USAN/INN)
Antivirals,Anti-hepatitis B (HBV) Agents,Adefovir,DG01224,Adefovir dipivoxil,D01655,(USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,Entecavir,DG00661,Entecavir,D07896,(INN)
Antivirals,Anti-hepatitis B (HBV) Agents,Entecavir,DG00661,Entecavir,D04008,(USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,Lamivudine,,Lamivudine,D00353,(JAN/USP/INN)
Antivirals,Anti-hepatitis B (HBV) Agents,Ribavirin,,Ribavirin,D00423,(JP17/USP/INN)
Antivirals,Anti-hepatitis B (HBV) Agents,Telbivudine,,Telbivudine,D06675,(USAN/INN)
Antivirals,Anti-hepatitis B (HBV) Agents,Tenofovir,DG01223,Tenofovir,D06074,(USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,Tenofovir,DG01223,Tenofovir disoproxil fumarate,D01982,(JAN/USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,Tenofovir,DG01223,Tenofovir alafenamide,D10428,(USAN/INN)
Antivirals,Anti-hepatitis B (HBV) Agents,Tenofovir,DG01223,Tenofovir alafenamide fumarate,D10605,(USAN/JAN)
Antivirals,Anti-hepatitis B (HBV) Agents,"Interferon Alfa-2b, Recombinant",,Interferon alfa-2b,D02745,(USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,Interferon Alfa-n3,,Interferon alfa-n3,D04553,(USAN)
Antivirals,Anti-hepatitis B (HBV) Agents,Peginterferon Alfa-2a,,Peginterferon alfa-2a,D02747,(USAN/INN)
Antivirals,Anti-hepatitis B (HBV) Agents,Peginterferon Alfa-2b,,Peginterferon alfa-2b,D02748,(JAN)
Antivirals,Anti-hepatitis C (HCV) Agents,Ribavirin,,Ribavirin,D00423,(JP17/USP/INN)
Antivirals,Anti-hepatitis C (HCV) Agents,"Interferon Alfa-2b, Recombinant",,Interferon alfa-2b,D02745,(USAN)
Antivirals,Anti-hepatitis C (HCV) Agents,Interferon Alfa-n3,,Interferon alfa-n3,D04553,(USAN)
Antivirals,Anti-hepatitis C (HCV) Agents,Interferon Alfacon-1,,Interferon alfacon-1,D02744,(USAN/INN)
Antivirals,Anti-hepatitis C (HCV) Agents,Peginterferon Alfa-2a,,Peginterferon alfa-2a,D02747,(USAN/INN)
Antivirals,Anti-hepatitis C (HCV) Agents,Peginterferon Alfa-2b,,Peginterferon alfa-2b,D02748,(JAN)
Antivirals,Anti-hepatitis C (HCV) Agents,Boceprevir,,Boceprevir,D08876,(INN/USAN)
Antivirals,Anti-hepatitis C (HCV) Agents,Simeprevir,DG01246,Simeprevir,D10081,(JAN/USAN)
Antivirals,Anti-hepatitis C (HCV) Agents,Simeprevir,DG01246,Simeprevir sodium,D10469,(JAN)
Antivirals,Anti-hepatitis C (HCV) Agents,Telaprevir,,Telaprevir,D09012,(JAN/USAN/INN)
Antivirals,Anti-hepatitis C (HCV) Agents,Sofosbuvir,,Sofosbuvir,D10366,(JAN/USAN)
Antivirals,Antiherpetic Agents,Acyclovir,DG00406,Acyclovir,D00222,(USP)
Antivirals,Antiherpetic Agents,Acyclovir,DG00406,Acyclovir sodium,D02764,(USAN)
Antivirals,Antiherpetic Agents,Famciclovir,,Famciclovir,D00317,(JAN/USAN/INN)
Antivirals,Antiherpetic Agents,Foscarnet,DG00651,Foscarnet sodium,D00579,(USAN/INN)
Antivirals,Antiherpetic Agents,Foscarnet,DG00651,Foscarnet sodium hydrate,D02267,(JAN)
Antivirals,Antiherpetic Agents,Idoxuridine,,Idoxuridine,D00342,(JP17/USP/INN)
Antivirals,Antiherpetic Agents,Trifluridine,,Trifluridine,D00391,(JAN/USP/INN)
Antivirals,Antiherpetic Agents,Penciclovir,DG00408,Penciclovir,D05407,(USAN/INN)
Antivirals,Antiherpetic Agents,Penciclovir,DG00408,Penciclovir sodium,D02124,(USAN)
Antivirals,Antiherpetic Agents,Valacyclovir,DG00647,Valaciclovir,D08664,(INN)
Antivirals,Antiherpetic Agents,Valacyclovir,DG00647,Valacyclovir hydrochloride,D00398,(USAN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Delavirdine,DG00662,Delavirdine,D07782,(INN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Delavirdine,DG00662,Delavirdine mesylate,D00895,(USAN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Efavirenz,,Efavirenz,D00896,(JAN/INN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Etravirine,,Etravirine,D04112,(JAN/USAN/INN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Nevirapine,,Nevirapine,D00435,(JAN/USP/INN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Rilpivirine,DG00663,Rilpivirine,D09720,(USAN/INN)
Antivirals,"Anti-HIV Agents, Non-nucleoside Reverse Transcriptase Inhibitors (NNRTI)",Rilpivirine,DG00663,Rilpivirine hydrochloride,D09958,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Abacavir,DG00660,Abacavir,D07057,(INN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Abacavir,DG00660,Abacavir sulfate,D00891,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Abacavir,DG00660,Abacavir succinate,D02734,(USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Abacavir and Lamivudine,,Abacavir sulfate - lamivudine mixt,D08775,
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Didanosine,,Didanosine,D00296,(JAN/USAN/INN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Emtricitabine,,Emtricitabine,D01199,(JAN/USAN/INN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Emtricitabine and Tenofovir,,Emtricitabine - tenofovir disoproxil mixt,D02297,
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Lamivudine,,Lamivudine,D00353,(JAN/USP/INN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Lamivudine and Zidovudine,,Zidovudine - lamivudine mixt,D07507,
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Stavudine,,Stavudine,D00445,(USAN/INN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Tenofovir,DG01223,Tenofovir,D06074,(USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Tenofovir,DG01223,Tenofovir disoproxil fumarate,D01982,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Tenofovir,DG01223,Tenofovir alafenamide,D10428,(USAN/INN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Tenofovir,DG01223,Tenofovir alafenamide fumarate,D10605,(USAN/JAN)
Antivirals,"Anti-HIV Agents, Nucleoside and Nucleotide Reverse Transcriptase Inhibitors (NRTI)v",Zidovudine,,Zidovudine,D00413,(JP17/USP/INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Atazanavir,DG00657,Atazanavir,D07471,(INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Atazanavir,DG00657,Atazanavir sulfate,D01276,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Darunavir,DG00659,Darunavir,D03656,(USAN/INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Darunavir,DG00659,Darunavir ethanolate,D06478,(JAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Fosamprenavir,DG00656,Fosamprenavir,D02497,(INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Fosamprenavir,DG00656,Fosamprenavir calcium hydrate,D02867,(JAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Fosamprenavir,DG00656,Fosamprenavir calcium,D03835,(USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Fosamprenavir,DG00656,Fosamprenavir sodium,D03837,(USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Indinavir,DG00654,Indinavir,D03833,(USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Indinavir,DG00654,Indinavir sulfate,D00897,(USAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Indinavir,DG00654,Indinavir sulfate ethanolate,D02861,(JAN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Lopinavir and Ritonavir,,Lopinavir mixture with ritonavir,D02498,
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Nelfinavir,DG00655,Nelfinavir,D08259,(INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Nelfinavir,DG00655,Nelfinavir mesylate,D00899,(USAN/INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Ritonavir,,Ritonavir,D00427,(JAN/USAN/INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Saquinavir,DG00653,Saquinavir,D00429,(JAN/USP/INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Saquinavir,DG00653,Saquinavir mesylate,D01160,(USP)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Tipranavir,DG00658,Tipranavir,D08605,(INN)
Antivirals,"Anti-HIV Agents, Protease Inhibitors",Tipranavir,DG00658,Tipranavir disodium,D03843,(USAN)
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",Dolutegravir,DG00667,Dolutegravir,D10066,(USAN)
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",Dolutegravir,DG00667,Dolutegravir sodium,D10113,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",Raltegravir,DG00666,Raltegravir,D06676,(USAN/INN)
Antivirals,"Anti-HIV Agents, Integrase Inhibitors (INSTI)",Raltegravir,DG00666,Raltegravir potassium,D07133,(JAN/USAN)
Antivirals,"Anti-HIV Agents, Other",Enfuvirtide,,Enfuvirtide,D02499,(USAN/INN)
Antivirals,"Anti-HIV Agents, Other",Maraviroc,,Maraviroc,D06670,(JAN/INN)
Antivirals,"Anti-HIV Agents, Other",Raltegravir,DG00666,Raltegravir,D06676,(USAN/INN)
Antivirals,"Anti-HIV Agents, Other",Raltegravir,DG00666,Raltegravir potassium,D07133,(JAN/USAN)
Antivirals,Anti-influenza Agents,Amantadine,DG00860,Amantadine,D07441,(INN)
Antivirals,Anti-influenza Agents,Amantadine,DG00860,Amantadine hydrochloride,D00777,(JP17/USP)
Antivirals,Anti-influenza Agents,Oseltamivir,DG00665,Oseltamivir,D08306,(INN)
Antivirals,Anti-influenza Agents,Oseltamivir,DG00665,Oseltamivir phosphate,D00900,(JAN/USAN)
Antivirals,Anti-influenza Agents,Rimantadine,DG00650,Rimantadine,D08483,(INN)
Antivirals,Anti-influenza Agents,Rimantadine,DG00650,Rimantadine hydrochloride,D00901,(USAN)
Antivirals,Anti-influenza Agents,Zanamivir,DG00664,Zanamivir,D00902,(USAN/INN)
Antivirals,Anti-influenza Agents,Zanamivir,DG00664,Zanamivir hydrate,D01937,(JAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Duloxetine,DG00962,Duloxetine,D07880,(INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Duloxetine,DG00962,Duloxetine hydrochloride,D01179,(JAN/USAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Escitalopram,DG00947,Escitalopram,D07913,(INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Escitalopram,DG00947,Escitalopram oxalate,D02567,(JAN/USAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Paroxetine,DG00944,Paroxetine,D02362,(USP/INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Paroxetine,DG00944,Paroxetine hydrochloride hydrate,D02260,(JP17)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Paroxetine,DG00944,Paroxetine hydrochloride,D05374,(USP)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Paroxetine,DG00944,Paroxetine mesylate,D05375,(USAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Sertraline,DG00945,Sertraline,D02360,(INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Sertraline,DG00945,Sertraline hydrochloride,D00825,(JAN/USAN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Venlafaxine,DG00959,Venlafaxine,D08670,(INN)
Anxiolytics,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),Venlafaxine,DG00959,Venlafaxine hydrochloride,D00821,(JAN/USAN)
Anxiolytics,Benzodiazepines,Alprazolam,,Alprazolam,D00225,(JP17/USP/INN)
Anxiolytics,Benzodiazepines,Chlordiazepoxide,DG00908,Chlordiazepoxide,D00267,(JP17/USP/INN)
Anxiolytics,Benzodiazepines,Chlordiazepoxide,DG00908,Chlordiazepoxide hydrochloride,D00693,(JAN/USP)
Anxiolytics,Benzodiazepines,Clonazepam,,Clonazepam,D00280,(JP17/USP/INN)
Anxiolytics,Benzodiazepines,Clorazepate,DG01218,Clorazepate dipotassium,D00694,(JP17/USP)
Anxiolytics,Benzodiazepines,Clorazepate,DG01218,Clorazepate monopotassium,D03562,(USAN)
Anxiolytics,Benzodiazepines,Diazepam,,Diazepam,D00293,(JP17/USP/INN)
Anxiolytics,Benzodiazepines,Lorazepam,,Lorazepam,D00365,(JP17/USP/INN)
Anxiolytics,Benzodiazepines,Oxazepam,,Oxazepam,D00464,(JAN/USP/INN)
Anxiolytics,"Anxiolytics, Other",Buspirone,DG00913,Buspirone,D07593,(INN)
Anxiolytics,"Anxiolytics, Other",Buspirone,DG00913,Buspirone hydrochloride,D00702,(USP)
Anxiolytics,"Anxiolytics, Other",Doxepin,DG00937,Doxepin,D07875,(INN)
Anxiolytics,"Anxiolytics, Other",Doxepin,DG00937,Doxepin hydrochloride,D00814,(USP)
Anxiolytics,"Anxiolytics, Other",Hydroxyzine,DG00912,Hydroxyzine,D08054,(INN)
Anxiolytics,"Anxiolytics, Other",Hydroxyzine,DG00912,Hydroxyzine hydrochloride,D00672,(JP17/USP)
Anxiolytics,"Anxiolytics, Other",Hydroxyzine,DG00912,Hydroxyzine pamoate,D01096,(JP17/USP)
Anxiolytics,"Anxiolytics, Other",Meprobamate,,Meprobamate,D00376,(JAN/USP/INN)
Bipolar Agents,Mood Stabilizers,Carbamazepine,,Carbamazepine,D00252,(JP17/USP/INN)
Bipolar Agents,Mood Stabilizers,Divalproex,,Divalproex sodium,D00304,(USP)
Bipolar Agents,Mood Stabilizers,Lamotrigine,,Lamotrigine,D00354,(JAN/USAN/INN)
Bipolar Agents,Mood Stabilizers,Lithium,DG00903,Lithium,D08133,
Bipolar Agents,Mood Stabilizers,Lithium,DG00903,Lithium carbonate,D00801,(JP17/USP)
Bipolar Agents,Mood Stabilizers,Lithium,DG00903,Lithium citrate,D04749,(USP)
